                SCET                 WaveType  Rec.    Event_N       frlow_Peak     fhigh_Peak       Bxavg          Byavg          Bzavg          Bxrms          Byrms          Bzrms          Bx_pk          By_pk          Bz_pk          Exavg          Eyavg          Ezavg          Exrms          Eyrms          Ezrms          Ex_pk          Ey_pk          Ez_pk          B3_GSE_X       B3_GSE_Y       B3_GSE_Z       B3_GSM_X       B3_GSM_Y       B3_GSM_Z          Bmg          W_RAD_DIS       W_LSHELL        W_MLT      X_GSE_POS      Y_GSE_POS      Z_GSE_POS      X_GSM_POS      Y_GSM_POS      Z_GSM_POS       AE_INDEX          N_I3           N_PH        T_AVG_EL       T_AVG_EH       TPARA_EL       TPERP_EL       TPARA_EH       TPERP_EH       TANIS_EL       TANIS_EH       EVENT_LENGTH

       1998-10-26/15:24:04.250      Whistlers  TDSF   004514985          0.000          0.000    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.17764e-08   -1.88475e-09    0.00000e+00    3.02233e-01    3.09417e-01    0.00000e+00    1.12447e+00    1.35844e+00    0.00000e+00        -13.587         10.078         42.580        -13.694         25.793         35.305         45.818         10.490         11.902          8.620      38743.131     -54407.330       3931.841      38743.131     -48565.672      24839.332            NaN          0.017          0.347        192.051       1749.913        186.400        194.877       1434.858       1907.441          1.046          1.329      1.09173000e+00


       1998-11-13/22:35:10.512      Whistlers  TDSF   005927559          0.000          0.000    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00   -1.35093e-06   -6.98060e-07    0.00000e+00    6.96190e-01    7.43263e-01    0.00000e+00    3.80862e+00    3.73852e+00    0.00000e+00        -13.723         -3.691         46.727        -13.890         -0.515         46.820         48.840         10.237         10.279          7.402      21222.467     -61454.187       6020.463      21222.467     -60866.545      10398.399        745.043          0.024          0.512        226.390       1702.370        265.782        206.695       1564.541       1771.284          0.778          1.132      1.09173000e+00

       2000-04-09/21:18:47.129      Whistlers  TDSF   027488577          0.000          0.000    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.05292e-06   -4.59271e-06    0.00000e+00    5.54851e-01    5.80730e-01    0.00000e+00    1.98936e+00    1.92837e+00    0.00000e+00         21.570        -46.867         21.223         21.668        -50.955         -6.802         55.787         11.445         14.130         18.676      -4794.328      72622.918      -5671.601      -4794.328      64588.177      33684.248        770.145          0.002          0.023         53.610        159.025         69.243         45.793        191.814        142.630          0.681          0.767      2.72933000e-01




;-----------------------------------------------------------------------------------------
; => Radiation Belts
;-----------------------------------------------------------------------------------------
       1998-11-13/18:21:17.275      Whistlers  TDSF   005881676       1000.000       2200.000    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.27184e-03   -1.06516e-03    0.00000e+00    1.46854e+01    1.08181e+01    0.00000e+00    1.05508e+02    1.03831e+02    0.00000e+00        225.411        137.507        367.536        224.337        200.318        338.152        452.550          3.873          4.035          2.481     -19807.174     -14720.628      -1293.804     -19807.174     -14714.758       1356.968        339.666        166.080        126.897        115.925       1547.842        109.816        118.979       1242.169       1700.679          1.083          1.370      2.72933000e-01
       1998-11-13/18:30:33.693      Whistlers  TDSF   005883521        650.000       1800.000    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.68843e-05   -1.11729e-04    0.00000e+00    2.95248e-01    5.15561e-01    0.00000e+00    2.19332e+00    3.26684e+00    0.00000e+00        214.003        154.400        325.206        213.043        207.497        294.877        418.802          4.040          4.209          2.918     -18815.827     -17597.628      -1012.574     -18815.827     -17509.071       2031.485        396.508        111.775         85.705        164.082       1373.137        155.397        168.424       1215.642       1451.884          1.086          1.194      2.72933000e-01
       1998-11-13/19:03:48.989      Whistlers  TDSF   005890067        300.000        800.000    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00   -2.83870e-04   -1.59185e-04    0.00000e+00    1.82180e+00    1.06624e+00    0.00000e+00    7.14069e+00    3.79652e+00    0.00000e+00         90.003        159.198        175.926         89.466        183.408        150.837        253.760          4.772          4.995          4.214     -14305.370     -26870.998         38.690     -14305.370     -26562.238       4061.327        540.854         10.562         10.291        134.770       1393.215        148.515        127.898       1311.557       1434.044          0.861          1.093      2.72933000e-01

       2000-04-10/02:45:38.951      Whistlers  TDSF   027517033        800.000       2400.000    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.01779e-03    5.48741e-04    0.00000e+00    2.22418e+01    1.32825e+01    0.00000e+00    1.03168e+02    5.21991e+01    0.00000e+00         95.433         74.157        134.742         95.510          3.798        153.706        181.003          5.076          5.133         23.709     -32094.771       3796.558       2017.116     -32094.771       2443.863       3536.386        589.826         43.964          6.604         64.695       2434.598         57.606         68.239       2120.166       2591.813          1.185          1.222      2.72933000e-01
       2000-04-10/02:49:27.111      Whistlers  TDSF   027517509        600.000       1300.000    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00   -1.67929e-02    1.00726e-04    0.00000e+00    2.08364e+01    2.06324e+01    0.00000e+00    7.86802e+01    8.83496e+01    0.00000e+00         74.709         88.433        138.456         74.789         15.187        163.548        180.477          5.047          5.083         23.828     -32009.183       2699.077       2101.669     -32009.183       1438.485       3103.233        623.615         47.535          7.326         40.208       3326.697         39.998         40.314       2931.011       3524.540          1.007          1.202      2.72933000e-01
       2000-04-10/02:49:46.615      Whistlers  TDSS   027517555        600.000       1300.000    0.00000e+00   -2.56065e-04    0.00000e+00    0.00000e+00    3.76102e-01    0.00000e+00    0.00000e+00    1.79214e+00    0.00000e+00   -1.88504e-02   -5.28221e-04   -8.66950e-05    1.14305e+01    1.95889e+01    8.53567e-02    5.36189e+01    8.93179e+01    3.33164e-01         74.730         91.089        136.218         74.810         18.611        162.771        180.104          5.044          5.080         23.838     -32001.421       2605.204       2108.869     -32001.421       1352.454       3066.273        626.215         47.807          7.427         40.894       3295.722         40.491         41.096       2914.825       3486.170          1.014          1.196      2.72933000e-01
       2000-04-10/02:49:46.615      Whistlers  TDSS   027517553        500.000       1300.000    0.00000e+00   -2.26684e-04    0.00000e+00    0.00000e+00    3.63584e-01    0.00000e+00    0.00000e+00    1.49515e+00    0.00000e+00   -8.29593e-03   -9.91804e-03   -2.15351e-05    1.21063e+01    1.83208e+01    1.08020e-01    4.78326e+01    7.17222e+01    3.78435e-01         74.730         91.089        136.218         74.810         18.611        162.771        180.104          5.044          5.080         23.838     -32001.421       2605.204       2108.869     -32001.421       1352.454       3066.273        626.215         47.807          7.427         40.894       3295.722         40.491         41.096       2914.825       3486.170          1.014          1.196      2.72933000e-01
       2000-04-10/02:50:55.063      Whistlers  TDSF   027517702        600.000       1400.000    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.37147e-03    7.28259e-04    0.00000e+00    1.94750e+01    3.40211e+01    0.00000e+00    1.05801e+02    1.84033e+02    0.00000e+00         70.532         93.945        138.920         70.614         20.044        166.467        181.932          5.036          5.069         23.874     -31972.814       2275.621       2134.049     -31972.814       1050.301       2936.787        641.766         48.765          7.595         43.680       3184.354         42.364         44.337       2833.442       3359.811          1.046          1.186      2.72933000e-01
       2000-04-10/02:50:56.903      Whistlers  TDSF   027517706        600.000       1400.000    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.18171e-03    3.42344e-03    0.00000e+00    1.75452e+01    2.31046e+01    0.00000e+00    1.04470e+02    1.38245e+02    0.00000e+00         70.645         94.023        138.862         70.726         20.143        166.450        181.971          5.035          5.068         23.875     -31972.015       2266.758       2134.724     -31972.015       1042.174       2933.311        642.226         48.791          7.595         43.763       3181.303         42.417         44.435       2830.723       3356.593          1.047          1.186      2.72933000e-01
       2000-04-10/02:52:28.535      Whistlers  TDSF   027517897        700.000       1300.000    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00   -2.22497e-03   -9.67416e-03    0.00000e+00    1.48773e+01    1.66343e+01    0.00000e+00    9.76566e+01    1.39427e+02    0.00000e+00         55.756         97.613        140.459         55.839         22.784        169.495        179.905          5.025          5.055         23.924     -31930.305       1825.246       2168.208     -31930.305        637.139       2760.543        643.159         50.286          7.863         44.185       3146.800         42.264         45.146       2780.063       3330.169          1.067          1.198      2.72933000e-01
       2000-04-10/02:52:47.303      Whistlers  TDSF   027517935        600.000       1300.000    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.52843e-03    5.77935e-04    0.00000e+00    1.51792e+01    2.03241e+01    0.00000e+00    1.11753e+02    1.79112e+02    0.00000e+00         54.307         98.231        141.709         54.391         22.801        170.886        180.777          5.022          5.052         23.934     -31921.288       1734.782       2175.034     -31921.288        554.112       2725.240        634.714         50.673          7.966         42.869       3184.093         41.169         43.720       2801.687       3375.296          1.061          1.204      2.72933000e-01
       2000-04-10/02:55:02.359      Whistlers  TDSS   027518225        600.000       1600.000    0.00000e+00   -6.32396e-05    0.00000e+00    0.00000e+00    1.57208e-01    0.00000e+00    0.00000e+00    8.61564e-01    0.00000e+00    4.49226e-03   -1.05572e-03    6.03418e-05    5.72927e+00    8.14025e+00    1.07783e-01    3.07522e+01    4.47678e+01    4.37225e-01         34.726        101.094        139.033         34.809         26.834        169.777        175.374          5.008          5.035          0.005     -31851.619       1083.553       2223.827     -31851.619        -43.947       2472.075        582.388         53.458          8.533         41.777       3129.901         39.628         42.852       2727.968       3330.868          1.081          1.221      2.72933000e-01
       2000-04-10/02:55:37.319      Whistlers  TDSF   027518298        700.000       1400.000    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00   -1.21097e-03    8.52239e-04    0.00000e+00    1.69478e+01    2.33595e+01    0.00000e+00    1.08823e+02    1.51740e+02    0.00000e+00         33.181        103.436        140.450         33.266         28.346        172.093        177.556          5.004          5.031          0.024     -31832.210        914.931       2236.361     -31832.210       -198.908       2406.803        558.499         53.852          8.379         49.340       2794.505         46.452         50.784       2441.536       2970.990          1.091          1.214      2.72933000e-01
       2000-04-10/02:55:52.775      Whistlers  TDSF   027518330        600.000       1500.000    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    4.06218e-04    4.13535e-04    0.00000e+00    1.37742e+01    2.00069e+01    0.00000e+00    1.06973e+02    1.65843e+02    0.00000e+00         31.545        103.919        140.900         31.630         28.603        172.709        177.896          5.002          5.029          0.032     -31823.447        840.379       2241.890     -31823.447       -267.435       2377.982        547.937         53.947          8.302         54.291       2579.667         50.996         55.939       2258.176       2740.413          1.094          1.210      2.72933000e-01
       2000-04-10/02:56:31.415      Whistlers  TDSF   027518416        500.000       1300.000    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00   -4.59677e-03    6.01879e-03    0.00000e+00    1.70493e+01    2.20407e+01    0.00000e+00    9.58324e+01    1.49656e+02    0.00000e+00         28.875        103.974        137.568         28.959         30.242        169.753        174.841          4.998          5.024          0.053     -31801.055        653.993       2255.676     -31801.055       -438.793       2306.026        534.099         54.183          8.309         66.668       2042.571         62.357         68.824       1799.775       2163.969          1.102          1.199      2.72933000e-01
       2000-04-10/02:56:33.991      Whistlers  TDSF   027518420        600.000       1500.000    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00   -4.96877e-03   -1.44370e-02    0.00000e+00    1.47956e+01    2.93431e+01    0.00000e+00    1.01932e+02    2.49475e+02    0.00000e+00         28.439        103.805        137.582         28.523         30.090        169.688        174.679          4.998          5.024          0.054     -31799.537        641.567       2256.593     -31799.537       -450.219       2301.234        533.369         54.199          8.315         67.494       2006.765         63.114         69.683       1769.215       2125.540          1.103          1.198      2.72933000e-01
       2000-04-10/02:56:43.191      Whistlers  TDSF   027518438        500.000       1200.000    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00   -3.71452e-04    2.21978e-03    0.00000e+00    1.35985e+01    2.00857e+01    0.00000e+00    1.06936e+02    1.58688e+02    0.00000e+00         27.371        103.099        136.232         27.454         30.091        168.162        173.025          4.997          5.023          0.059     -31794.091        597.188       2259.867     -31794.091       -491.029       2284.124        530.763         54.255          8.338         70.441       1878.885         65.819         72.751       1660.072       1988.291          1.104          1.196      2.72933000e-01
       2000-04-10/03:10:41.495      Whistlers  TDSS   027520150          0.000          0.000    0.00000e+00    6.07088e-03    0.00000e+00    0.00000e+00    2.88182e-01    0.00000e+00    0.00000e+00    1.39453e+00    0.00000e+00    0.00000e+00    7.60393e-06    2.48320e-01    0.00000e+00    1.17675e+01    7.28763e+00    0.00000e+00    5.28709e+01    3.15363e+01        -75.136         41.092        144.554        -75.041        -27.486        147.794        168.017          4.932          4.907          0.514     -31166.200      -3442.877       2548.281     -31166.200      -4216.234        753.570        573.832         70.920         10.650         82.845       1802.670         72.928         87.803       1447.251       1980.379          1.204          1.368      2.72933000e-01
       2000-04-10/03:10:42.599      Whistlers  TDSS   027520153        600.000       2100.000    0.00000e+00    2.24086e-05    0.00000e+00    0.00000e+00    3.01448e-01    0.00000e+00    0.00000e+00    1.14301e+00    0.00000e+00   -1.87562e-03   -3.72014e-04    3.05442e-03    1.01849e+01    1.39438e+01    7.23434e+00    3.76130e+01    5.74921e+01    3.04469e+01        -75.066         40.714        144.501        -74.971        -27.799        147.579        167.848          4.932          4.907          0.515     -31165.168      -3448.182       2548.645     -31165.168      -4221.141        751.603        574.200         70.920         10.651         82.812       1801.440         72.892         87.772       1446.417       1978.951          1.204          1.368      2.72933000e-01
       2000-04-10/03:11:02.103      Whistlers  TDSF   027520198        800.000       1900.000    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    8.66708e-04   -4.94025e-03    0.00000e+00    2.43697e+01    3.18857e+01    0.00000e+00    1.07158e+02    1.89188e+02    0.00000e+00        -76.344         38.347        143.804        -76.249        -29.574        145.911        167.268          4.931          4.905          0.525     -31146.845      -3541.890       2555.060     -31146.845      -4307.829        716.873        579.614         70.919         10.672         82.237       1779.711         72.244         87.233       1431.681       1953.726          1.208          1.364      2.72933000e-01
       2000-04-10/03:11:02.471      Whistlers  TDSF   027520199        900.000       1900.000    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.47300e-03   -9.75588e-03    0.00000e+00    2.23151e+01    3.43192e+01    0.00000e+00    1.06460e+02    1.75876e+02    0.00000e+00        -76.394         38.268        143.852        -76.299        -29.665        145.919        167.314          4.931          4.905          0.526     -31146.497      -3543.658       2555.181     -31146.497      -4309.465        716.218        579.547         70.919         10.673         82.226       1779.301         72.232         87.223       1431.403       1953.250          1.208          1.364      2.72933000e-01
       2000-04-10/03:11:03.943      Whistlers  TDSF   027520201        800.000       2000.000    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00   -2.05402e-03    5.82920e-04    0.00000e+00    1.70356e+01    2.22459e+01    0.00000e+00    1.02719e+02    1.62018e+02    0.00000e+00        -76.597         37.953        144.041        -76.501        -30.030        145.949        167.497          4.931          4.905          0.526     -31145.107      -3550.729       2555.664     -31145.107      -4316.007        713.599        579.277         70.919         10.679         82.183       1777.661         72.183         87.182       1430.291       1951.347          1.208          1.364      2.72933000e-01
       2000-04-10/03:11:04.679      Whistlers  TDSF   027520203        600.000       1800.000    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.17677e-03    2.99410e-03    0.00000e+00    2.34247e+01    3.77433e+01    0.00000e+00    1.16465e+02    1.91442e+02    0.00000e+00        -76.690         37.816        144.133        -76.595        -30.192        145.971        167.589          4.931          4.905          0.527     -31144.412      -3554.265       2555.906     -31144.412      -4319.278        712.289        579.142         70.918         10.682         82.161       1776.841         72.159         87.162       1429.734       1950.395          1.208          1.364      2.72933000e-01
       2000-04-10/03:11:05.783      Whistlers  TDSF   027520205        700.000       1800.000    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00   -2.14554e-03    9.40924e-03    0.00000e+00    2.39404e+01    3.86119e+01    0.00000e+00    1.00662e+02    3.27930e+02    0.00000e+00        -76.799         37.712        144.257        -76.703        -30.339        146.036        167.721          4.931          4.904          0.527     -31143.367      -3559.568       2556.269     -31143.367      -4324.184        710.325        578.940         70.918         10.686         82.128       1775.611         72.122         87.132       1428.900       1948.967          1.208          1.364      2.72933000e-01
       2000-04-10/03:11:06.887      Whistlers  TDSF   027520209        700.000       2000.000    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    4.89623e-04   -7.47923e-04    0.00000e+00    2.17962e+01    3.22206e+01    0.00000e+00    1.09181e+02    2.15035e+02    0.00000e+00        -76.907         37.608        144.381        -76.811        -30.485        146.102        167.854          4.930          4.904          0.528     -31142.323      -3564.871       2556.631     -31142.323      -4329.091        708.361        578.737         70.918         10.690         82.096       1774.382         72.086         87.101       1428.066       1947.539          1.208          1.364      2.72933000e-01
       2000-04-10/03:11:08.359      Whistlers  TDSF   027520211        600.000       1700.000    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00   -4.97064e-03   -6.24961e-03    0.00000e+00    2.11490e+01    2.99377e+01    0.00000e+00    1.07867e+02    1.81404e+02    0.00000e+00        -77.109         37.396        144.464        -77.013        -30.708        146.082        167.970          4.930          4.904          0.529     -31140.929      -3571.942       2557.114     -31140.929      -4335.633        705.743        578.468         70.918         10.695         82.053       1772.742         72.037         87.060       1426.954       1945.635          1.209          1.363      2.72933000e-01
       2000-04-10/03:11:09.831      Whistlers  TDSF   027520215        750.000       1800.000    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00   -4.96965e-03   -1.10235e-03    0.00000e+00    2.11650e+01    2.76397e+01    0.00000e+00    1.04319e+02    1.39884e+02    0.00000e+00        -77.352         37.134        144.487        -77.256        -30.951        145.987        168.044          4.930          4.904          0.530     -31139.535      -3579.013       2557.598     -31139.535      -4342.175        703.125        578.198         70.918         10.701         82.009       1771.102         71.988         87.020       1425.842       1943.732          1.209          1.363      2.72933000e-01
       2000-04-10/03:11:10.567      Whistlers  TDSF   027520217        700.000       1800.000    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00   -2.00346e-03   -4.17633e-03    0.00000e+00    2.06581e+01    3.47044e+01    0.00000e+00    8.98224e+01    1.89486e+02    0.00000e+00        -77.465         37.009        144.500        -77.370        -31.067        145.944        168.080          4.930          4.904          0.530     -31138.837      -3582.548       2557.839     -31138.837      -4345.446        701.816        578.063         70.918         10.704         81.987       1770.282         71.964         86.999       1425.286       1942.780          1.209          1.363      2.72933000e-01
       2000-04-10/03:14:11.255      Whistlers  TDSS   027520603        700.000       2000.000    0.00000e+00    2.56599e-05    0.00000e+00    0.00000e+00    1.95867e-01    0.00000e+00    0.00000e+00    1.33954e+00    0.00000e+00    6.27187e-05   -4.23023e-04   -1.47707e-04    6.05703e+00    6.36336e+00    4.62708e+00    4.48315e+01    4.76263e+01    3.33072e+01        -80.969          7.097        144.313        -80.872        -57.490        132.617        165.628          4.921          4.894          0.630     -30967.100      -4450.418       2617.103     -30967.100      -5148.453        380.579        543.063         70.844         10.809         73.856       1706.546         65.057         78.256       1361.830       1878.905          1.203          1.380      2.72933000e-01
       2000-04-10/03:20:48.695      Whistlers  TDSF   027521445        900.000       2100.000    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00   -1.65840e-04    3.69508e-04    0.00000e+00    9.61161e+00    1.00977e+01    0.00000e+00    8.87932e+01    1.07282e+02    0.00000e+00        -51.812        -52.934        145.166        -51.711       -111.173        107.359        162.971          4.909          4.896          0.850     -30540.895      -6352.478       2743.350     -30540.895      -6912.060       -313.211        481.044         65.889         10.954         33.195       1750.456         28.312         35.636       1356.331       1947.519          1.259          1.437      2.72933000e-01
       2000-04-10/03:44:20.343      Whistlers  TDSF   027524416       1100.000       2200.000    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.70803e-03    4.41298e-04    0.00000e+00    1.59436e+01    1.18348e+01    0.00000e+00    8.69181e+01    1.08080e+02    0.00000e+00        -52.633         53.067        151.098        -52.515        -15.632        159.420        168.573          4.937          4.965          1.640     -28527.515     -12976.242       3144.340     -28527.515     -13092.169      -2619.045        440.949         57.173          9.259         35.105       1751.920         31.015         37.151       1397.370       1929.195          1.197          1.380      2.72933000e-01
       2000-04-10/03:47:32.071      Whistlers  TDSS   027524827       1100.000       2200.000    0.00000e+00    1.05691e-05    0.00000e+00    0.00000e+00    1.41384e-01    0.00000e+00    0.00000e+00    1.02048e+00    0.00000e+00   -7.99969e-04   -1.11937e-04   -2.04717e-03    5.41993e+00    2.03881e+00    1.75110e+00    3.76247e+01    1.63056e+01    1.39557e+01        -55.474         45.279        148.195        -55.356        -21.091        153.558        164.588          4.950          4.996          1.747     -28193.382     -13852.458       3192.431     -28193.382     -13914.561      -2909.683        419.051         56.495          9.245         38.401       1689.749         34.820         40.191       1342.141       1863.553          1.152          1.389      2.72933000e-01
       2000-04-10/03:47:52.311      Whistlers  TDSF   027524872       1000.000       2100.000    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    4.96915e-03    7.40943e-05    0.00000e+00    1.36434e+01    3.19396e+00    0.00000e+00    9.71678e+01    1.49800e+01    0.00000e+00        -56.079         45.365        148.076        -55.961        -20.923        153.492        164.710          4.952          4.999          1.758     -28157.207     -13944.491       3197.403     -28157.207     -14001.018      -2939.976        414.666         56.431          9.247         36.374       1699.316         33.325         37.898       1355.563       1871.192          1.137          1.380      2.72933000e-01
       2000-04-10/03:48:25.063      Whistlers  TDSS   027524948        650.000       2000.000    0.00000e+00    4.42979e-05    0.00000e+00    0.00000e+00    2.46519e-01    0.00000e+00    0.00000e+00    1.68726e+00    0.00000e+00    6.56180e-04    8.84007e-03    1.67454e-03    7.20803e+00    4.43693e+00    2.42257e+00    4.79221e+01    3.23962e+01    1.70227e+01        -57.832         44.123        145.200        -57.716        -20.782        150.371        162.402          4.954          5.003          1.776     -28099.562     -14093.849       3205.550     -28099.562     -14141.249      -2989.368        411.747         56.641          9.105         36.171       1669.813         32.894         37.809       1335.520       1836.960          1.150          1.375      2.72933000e-01
       2000-04-10/04:00:14.567      Whistlers  TDSF   027526384        500.000       1100.000    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00   -1.73432e-03   -5.96717e-03    0.00000e+00    1.13489e+01    7.22341e+00    0.00000e+00    7.00277e+01    5.63562e+01    0.00000e+00        -79.152         16.529        143.470        -79.031        -43.853        137.670        164.688          5.020          5.102          2.168     -26750.482     -17275.907       3370.283     -26750.482     -17137.463      -4015.298        420.098         52.975          7.718         35.972       1669.768         32.785         37.566       1421.851       1793.726          1.147          1.262      2.72933000e-01
       2000-04-10/04:14:44.887      Whistlers  TDSF   027528193        300.000        700.000    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.52905e-03    7.88690e-04    0.00000e+00    1.63647e+01    1.90300e+01    0.00000e+00    9.28834e+01    1.70554e+02    0.00000e+00        -85.782        -25.779        142.834        -85.654        -80.799        120.663        168.596          5.137          5.219          2.637     -24878.194     -21036.645       3544.660     -24878.194     -20698.226      -5165.709        574.496         33.588          5.243         32.434       2382.481         32.143         32.579       2124.369       2511.536          1.013          1.182      2.72933000e-01
       2000-04-10/04:14:59.239      Whistlers  TDSF   027528224        300.000        700.000    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00   -6.99845e-04   -5.35551e-04    0.00000e+00    6.16457e+00    2.61846e+00    0.00000e+00    3.50004e+01    1.62237e+01    0.00000e+00        -84.867        -27.136        143.845        -84.738        -82.424        121.062        169.205          5.139          5.221          2.644     -24845.554     -21097.304       3547.294     -24845.554     -20755.831      -5183.707        574.975         33.337          5.186         33.075       2371.106         32.644         33.291       2113.248       2500.035          1.019          1.183      2.72933000e-01
       2000-04-10/04:32:44.231      Whistlers  TDSF   027530538        280.000        600.000    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00   -2.74227e-04    5.28813e-04    0.00000e+00    4.78807e+00    3.33972e+00    0.00000e+00    3.63797e+01    2.85839e+01    0.00000e+00        -82.297        -53.960        135.203        -82.168       -102.095        103.872        167.225          5.332          5.441          3.193     -22262.324     -25448.424       3718.539     -22262.324     -24905.038      -6417.584        678.398         24.230          3.315         34.564       2184.695         35.443         34.125       2022.833       2265.626          0.958          1.120      2.72933000e-01
       2000-04-10/04:57:31.319      Whistlers  TDSF   027533667        150.000        390.000    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00   -2.69063e-03   -7.63196e-04    0.00000e+00    5.17543e+00    2.86763e+00    0.00000e+00    2.80982e+01    1.84274e+01    0.00000e+00        -68.275        -68.600        117.288        -68.152       -107.018         83.824        152.065          5.677          5.852          3.901     -18242.968     -31036.599       3887.099     -18242.968     -30283.290      -7829.457        517.434          7.737          1.488         77.114       2140.460         74.115         78.613       2009.831       2205.774          1.061          1.098      2.72933000e-01




