               ************************************
               *****    GLOBAL ATTRIBUTES    ******
               ************************************

     TITLE                    ISTP WIND spin phase CDF
     PROJECT                  ISTP>International Solar-Terrestrial Physics
     DISCIPLINE               Space Physics
     SOURCE_NAME              WIND>Wind Interplanetary Plasma Laboratory
     DATA_VERSION             1
     DATA_TYPE                K0>Key Parameter
     DESCRIPTOR               SPHA>Spin Phase
     START_DATE               1995-10-10T00:03:10.190Z
     END_DATE                 1995-10-10T23:59:30.190Z
     ADID_REF                 NSSD0137
     LOGICAL_FILE_ID          WI_K0_SPHA_19951010_V01
     TEXT                     To be supplied
     MODS                     12/17/92 - Original Implementation, CCR 87
                              6/14/94 - CCR ISTP 1852, updated CDHF skeleton to CDF standards - JT
                              11/9/94 - Correct errors made in ccr 1852.  CCR 1884
     LOGICAL_SOURCE           WI_K0_SPHA
     LOGICAL_SOURCE_DESCR     Wind Spin Phase
     INSTRUMENT_TYPE          Ephemeris
     NSSDC_ID                 xxno-00354
     ALT_LOGICAL_SOURCE       Wind_Spin-Phase_Key-Parameters-K0_92sec_cdf
     MISSION_GROUP            Wind
                              !___Interplanetary Data near 1 AU

               ************************************
               ****  RECORD VARYING VARIABLES  ****
               ************************************

 1. Spin phase EPOCH time
 2. Spin phase angle
 3. Average spin rate
 4. Std dev of spin rate

EPOCH                        SP_ANGLE    AVG_SPN_RT    STDV_SPN_R
dd-mm-yyyy hh:mm:ss.ms            rad       rad/sec       rad/sec
03-04-1996 03:05:16.550       2.80006       1.98833   0.00000E+00
03-04-1996 03:06:02.550       0.01988       1.98833   0.00000E+00
03-04-1996 03:06:48.550       3.52260       1.98833   0.00000E+00
03-04-1996 03:07:34.550       0.74233       1.98833   0.00000E+00
03-04-1996 03:08:20.550       4.24505       1.98833   0.00000E+00
03-04-1996 03:09:06.550       1.46487       1.98833   0.00000E+00
03-04-1996 03:09:52.550       4.96746       1.98833   0.00000E+00
03-04-1996 03:10:38.550       2.18731       1.98833   0.00000E+00
03-04-1996 03:11:24.550       5.68991       1.98833   0.00000E+00
03-04-1996 03:12:10.550       2.90973       1.98833   0.00000E+00
03-04-1996 03:12:56.550       0.12958       1.98833   0.00000E+00
03-04-1996 03:13:42.550       3.63218       1.98833   0.00000E+00
03-04-1996 03:14:28.550       0.85200       1.98833   0.00000E+00
03-04-1996 03:15:14.550       4.35459       1.98833   0.00000E+00
03-04-1996 03:16:00.550       1.57441       1.98833   0.00000E+00
03-04-1996 03:16:46.550       5.07716       1.98833   0.00000E+00
03-04-1996 03:17:32.550       2.29686       1.98833   0.00000E+00
03-04-1996 03:18:18.550       5.79958       1.98833   0.00000E+00
03-04-1996 03:19:04.550       3.01927       1.98833   0.00000E+00
03-04-1996 03:19:50.550       0.23913       1.98833   0.00000E+00
03-04-1996 03:20:36.550       3.74184       1.98833   0.00000E+00
03-04-1996 03:21:22.550       0.96154       1.98833   0.00000E+00
03-04-1996 03:22:08.550       4.46429       1.98833   0.00000E+00
03-04-1996 03:22:54.550       1.68411       1.98833   0.00000E+00
03-04-1996 03:23:40.550       5.18671       1.98833   0.00000E+00
03-04-1996 03:24:26.550       2.40653       1.98833   0.00000E+00
03-04-1996 03:25:12.550       5.90928       1.98833   0.00000E+00
03-04-1996 03:25:58.550       3.12897       1.98833   0.00000E+00
03-04-1996 03:26:44.550       0.34883       1.98833   0.00000E+00
03-04-1996 03:27:30.550       3.85145       1.98833   0.00000E+00
03-04-1996 03:28:16.550       1.07124       1.98833   0.00000E+00
03-04-1996 03:29:02.550       4.57396       1.98833   0.00000E+00
03-04-1996 03:29:48.550       1.79372       1.98833   0.00000E+00
03-04-1996 03:30:34.550       5.29641       1.98833   0.00000E+00
03-04-1996 03:31:20.550       2.51623       1.98833   0.00000E+00
03-04-1996 03:32:06.550       6.01882       1.98833   0.00000E+00
03-04-1996 03:32:52.550       3.23867       1.98833   0.00000E+00
03-04-1996 03:33:38.550       0.45850       1.98833   0.00000E+00
03-04-1996 03:34:24.550       3.96109       1.98833   0.00000E+00
03-04-1996 03:35:10.550       1.18094       1.98833   0.00000E+00
03-04-1996 03:35:56.550       4.68366       1.98833   0.00000E+00
03-04-1996 03:36:42.550       1.90351       1.98833   0.00000E+00
03-04-1996 03:37:28.550       5.40607       1.98833   0.00000E+00
03-04-1996 03:38:14.550       2.62593       1.98833   0.00000E+00
03-04-1996 03:39:00.550       6.12868       1.98833   0.00000E+00
03-04-1996 03:39:46.550       3.34837       1.98833   0.00000E+00
03-04-1996 03:40:32.550       0.56820       1.98833   0.00000E+00
03-04-1996 03:41:18.550       4.07094       1.98833   0.00000E+00
03-04-1996 03:42:04.550       1.29064       1.98833   0.00000E+00
03-04-1996 03:42:50.550       4.79336       1.98833   0.00000E+00
