   Notable events in the life of the Wind 3D Plasma Experiment

!  1995-06-02/23:43:20  12   EESAX change: Bin 26                a4 05
!  1995-06-02/23:43:20  12   EESAX change: Bin 27                a4 05
!  1995-06-02/23:43:20  12   EESAX change: Bin 28                a4 05
!  1995-06-02/23:43:20  12   EESAX change: Bin 29                a4 05
!  1995-06-02/23:43:20  12   EESAX change: Bin 30                a4 05
!  1995-06-02/23:43:20  12   EESAX change: Bin 31                a4 05
!  1995-06-02/23:43:20  12   EESAX change: Bin 32                a4 05
!  1995-06-02/23:43:20  12   EESAX change: Bin 33                a4 05
!  1995-06-02/23:43:20  12   EESAX change: Bin 34                a4 05
!  1995-06-02/23:43:20  12   EESAX change: Bin 35                a4 05
!  1995-06-02/23:43:20  12   EESAX change: Bin 36                a4 05
!  1995-06-02/23:43:20  12   EESAX change: Bin 37                a4 05
!  1995-06-02/23:43:20  12   EESAX change: Bin 38                a4 05
!  1995-06-02/23:43:20  12   EESAX change: Bin 39                a4 05
!  1995-06-02/23:43:20  12   EESAX change: Bin 40                a4 05
!  1995-06-02/23:43:20  12   EESAX change: Bin 41                a4 05
!  1995-06-02/23:43:20  12   EESAX change: Bin 42                a4 05
!  1995-06-02/23:43:20  12   EESAX change: Bin 43                a4 05
!  1995-06-02/23:43:20  12   EESAX change: Bin 44                a4 05
!  1995-06-02/23:43:20  12   EESAX change: Bin 45                a4 05
!  1995-06-02/23:43:20  12   EESAX change: Bin 46                a4 05
!  1995-06-02/23:43:20  12   EESAX change: Bin 47                a4 05
!  1995-06-02/23:43:20  12   EESAX change: Bin 48                a4 05

!  1995-06-02/16:32:00  12   EESAX change: p_blank               64 01
!  1995-06-02/16:32:00  12   EESAX change: low_blank             40 48
!  1995-06-02/16:32:00  12   EESAX change: high_blank            3c 2c
!  1995-06-02/16:32:00  12   EESAX change: acos1                 0d 80
!  1995-06-02/16:32:00  12   EESAX change: acos2                 06 01
!  1995-06-02/16:32:00  12   EESAX change: map0                  0103 0101
!  1995-06-02/16:32:00  12   EESAX change: map1                  a080 0101
!  1995-06-02/16:32:00  12   EESAX change: map2                  0444 0101
!  1995-06-02/16:32:00  12   EESAX change: map3                  6040 0101
!  1995-06-02/16:32:00  12   EESAX change: eres                  08 01
!  1995-06-02/16:32:00  12   EESAX change: tmode a0              70 01
!  1995-06-02/16:32:00  12   EESAX change: tmode a1              02 01
!  1995-06-02/16:32:00  12   EESAX change: tmode a2              03 22
!  1995-06-02/16:32:00  12   EESAX change: tmode a3              14 05
!  1995-06-02/16:32:00  12   EESAX change: tmode a4              03 08
!  1995-06-02/16:32:00  12   EESAX change: tmode a5              80 58
!  1995-06-02/16:32:00  12   EESAX change: mscformat             a0 00
!  1995-06-02/16:32:00  12   EESAX change: bsize                 0b 17
!  1995-06-02/16:32:00  12   EESAX change: shft                  1c 88
!  1995-06-02/16:32:00  12   EESAX change: mask                  22 c3
!  1995-06-02/16:32:00  12   EESAX change: bph_offset            1830 0061
!  1995-06-02/16:32:00  12   EESAX change: bth_offset            1c 00
!  1995-06-02/16:32:00  12   EESAX change: bth_mult              05 00
!  1995-06-02/16:32:00  12   EESAX change: moment_a0             05 00
!  1995-06-02/16:32:00  12   EESAX change: moment_a1             05 00
!  1995-06-02/16:32:00  12   EESAX change: eesah_a2              05 00
!  1995-06-02/16:32:00  12   EESAX change: eesah_a3              05 00
!  1995-06-02/16:32:00  12   EESAX change: esacut_a4             05 00
!  1995-06-02/16:32:00  12   EESAX change: esacut_a5             05 00
!  1995-06-02/16:32:00  12   EESAX change: corr_a6               05 00
!  1995-06-02/16:32:00  12   EESAX change: P1_map                05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 0                  05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 1                  05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 2                  05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 3                  05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 4                  05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 5                  05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 6                  05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 7                  05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 8                  05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 9                  05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 10                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 11                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 12                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 13                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 14                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 15                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 16                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 17                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 18                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 19                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 20                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 21                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 22                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 23                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 24                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 25                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 26                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 27                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 28                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 29                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 30                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 31                 05 00
!  1995-06-02/16:32:00  12   EESAX change: P2_map                05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 0                  05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 1                  05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 2                  05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 3                  05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 4                  05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 5                  05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 6                  05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 7                  05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 8                  05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 9                  05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 10                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 11                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 12                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 13                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 14                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 15                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 16                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 17                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 18                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 19                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 20                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 21                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 22                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 23                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 24                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 25                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 26                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 27                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 28                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 29                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 30                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 31                 05 00
!  1995-06-02/16:32:00  12   EESAX change: M1_map                05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 0                  05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 1                  05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 2                  05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 3                  05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 4                  05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 5                  05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 6                  05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 7                  05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 8                  05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 9                  05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 10                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 11                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 12                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 13                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 14                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 15                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 16                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 17                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 18                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 19                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 20                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 21                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 22                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 23                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 24                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 25                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 26                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 27                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 28                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 29                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 30                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Sp 31                 05 00
!  1995-06-02/16:32:00  12   EESAX change: P1 buffer             05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 0                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 1                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 2                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 3                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 4                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 5                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 6                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 7                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 8                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 9                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 10                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 11                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 12                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 13                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 14                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 15                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 16                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 17                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 18                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 19                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 20                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 21                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 22                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 23                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 24                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 25                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 26                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 27                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 28                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 29                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 30                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 31                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 32                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 33                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 34                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 35                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 36                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 37                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 38                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 39                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 40                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 41                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 42                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 43                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 44                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 45                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 46                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 47                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 48                05 00
!  1995-06-02/16:32:00  12   EESAX change: P2 buffer             05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 0                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 1                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 2                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 3                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 4                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 5                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 6                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 7                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 8                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 9                 05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 10                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 11                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 12                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 13                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 14                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 15                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 16                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 17                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 18                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 19                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 20                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 21                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 22                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 23                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 24                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 25                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 26                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 27                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 28                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 29                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 30                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 31                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 32                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 33                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 34                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 35                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 36                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 37                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 38                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 39                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 40                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 41                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 42                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 43                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 44                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 45                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 46                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 47                05 00
!  1995-06-02/16:32:00  12   EESAX change: Bin 48                05 00

!  1995-06-02/23:36:53  12   EESAX change: low_blank             48 04
!  1995-06-02/23:36:53  12   EESAX change: high_blank            2c 02
!  1995-06-02/23:36:53  12   EESAX change: acos1                 80 00
!  1995-06-02/23:36:53  12   EESAX change: acos2                 01 00
!  1995-06-02/23:36:53  12   EESAX change: map0                  0101 d8ac
!  1995-06-02/23:36:53  12   EESAX change: map1                  0101 da43
!  1995-06-02/23:36:53  12   EESAX change: map2                  0101 d9e3
!  1995-06-02/23:36:53  12   EESAX change: map3                  0101 d8ac
!  1995-06-02/23:36:53  12   EESAX change: eres                  01 ff
!  1995-06-02/23:36:53  12   EESAX change: tmode a0              01 00
!  1995-06-02/23:36:53  12   EESAX change: tmode a1              01 00
!  1995-06-02/23:36:53  12   EESAX change: tmode a2              22 54
!  1995-06-02/23:36:53  12   EESAX change: tmode a3              05 54
!  1995-06-02/23:36:53  12   EESAX change: tmode a4              08 30
!  1995-06-02/23:36:53  12   EESAX change: tmode a5              58 30
!  1995-06-02/23:36:53  12   EESAX change: mscformat             00 30
!  1995-06-02/23:36:53  12   EESAX change: bsize                 17 20
!  1995-06-02/23:36:53  12   EESAX change: shft                  88 8c
!  1995-06-02/23:36:53  12   EESAX change: mask                  c3 1f
!  1995-06-02/23:36:53  12   EESAX change: bph_offset            0061 0000
!  1995-06-02/23:36:53  12   EESAX change: bth_offset            00 5a
!  1995-06-02/23:36:53  12   EESAX change: bth_mult              00 a4

!  1995-06-02/02:51:08  12   EESAX change: p_blank               01 80
!  1995-06-02/02:51:08  12   EESAX change: low_blank             04 01
!  1995-06-02/02:51:08  12   EESAX change: high_blank            02 01
!  1995-06-02/02:51:08  12   EESAX change: acos1                 00 01
!  1995-06-02/02:51:08  12   EESAX change: acos2                 00 01
!  1995-06-02/02:51:08  12   EESAX change: map0                  d8ac 0101
!  1995-06-02/02:51:08  12   EESAX change: map1                  da43 4001
!  1995-06-02/02:51:08  12   EESAX change: map2                  d9e3 d600
!  1995-06-02/02:51:08  12   EESAX change: map3                  d8ac 3800
!  1995-06-02/02:51:08  12   EESAX change: eres                  ff 40
!  1995-06-02/02:51:08  12   EESAX change: tmode a0              00 05
!  1995-06-02/02:51:08  12   EESAX change: tmode a1              00 01
!  1995-06-02/02:51:08  12   EESAX change: tmode a2              54 02
!  1995-06-02/02:51:08  12   EESAX change: tmode a3              54 00
!  1995-06-02/02:51:08  12   EESAX change: tmode a4              30 05
!  1995-06-02/02:51:08  12   EESAX change: tmode a5              30 00
!  1995-06-02/02:51:08  12   EESAX change: mscformat             30 00
!  1995-06-02/02:51:08  12   EESAX change: bsize                 20 01
!  1995-06-02/02:51:08  12   EESAX change: shft                  8c 03
!  1995-06-02/02:51:08  12   EESAX change: mask                  1f 02
!  1995-06-02/02:51:08  12   EESAX change: bph_offset            0000 0301
!  1995-06-02/02:51:08  12   EESAX change: bth_offset            5a 01
!  1995-06-02/02:51:08  12   EESAX change: bth_mult              a4 04
!  1995-06-02/02:51:08  12   EESAX change: moment_a0             a4 04
!  1995-06-02/02:51:08  12   EESAX change: moment_a1             a4 04
!  1995-06-02/02:51:08  12   EESAX change: eesah_a2              a4 04
!  1995-06-02/02:51:08  12   EESAX change: eesah_a3              a4 04
!  1995-06-02/02:51:08  12   EESAX change: esacut_a4             a4 04
!  1995-06-02/02:51:08  12   EESAX change: esacut_a5             a4 04
!  1995-06-02/02:51:08  12   EESAX change: corr_a6               a4 04
!  1995-06-02/02:51:08  12   EESAX change: P1_map                a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 0                  a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 1                  a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 2                  a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 3                  a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 4                  a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 5                  a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 6                  a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 7                  a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 8                  a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 9                  a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 10                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 11                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 12                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 13                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 14                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 15                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 16                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 17                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 18                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 19                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 20                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 21                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 22                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 23                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 24                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 25                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 26                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 27                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 28                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 29                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 30                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 31                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: P2_map                a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 0                  a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 1                  a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 2                  a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 3                  a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 4                  a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 5                  a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 6                  a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 7                  a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 8                  a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 9                  a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 10                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 11                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 12                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 13                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 14                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 15                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 16                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 17                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 18                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 19                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 20                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 21                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 22                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 23                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 24                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 25                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 26                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 27                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 28                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 29                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 30                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 31                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: M1_map                a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 0                  a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 1                  a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 2                  a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 3                  a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 4                  a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 5                  a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 6                  a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 7                  a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 8                  a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 9                  a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 10                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 11                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 12                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 13                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 14                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 15                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 16                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 17                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 18                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 19                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 20                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 21                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 22                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 23                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 24                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 25                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 26                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 27                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 28                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 29                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 30                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Sp 31                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: P1 buffer             a4 04
!  1995-06-02/02:51:08  12   EESAX change: Bin 0                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Bin 1                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Bin 2                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Bin 3                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Bin 4                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Bin 5                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Bin 6                 a4 04
!  1995-06-02/02:51:08  12   EESAX change: Bin 7                 a4 04
