   Notable events in the life of the Wind 3D Plasma Experiment

!  1994-11-21/21:58:40  10   Command #135 (2) [a1da410092] 

!  1994-11-21/22:06:20  10   Command #136 (1) [a1d63c00a5] 

!  1994-11-21/22:11:47  12   EESA change: esa_mcph              00 a5

!  1994-11-21/23:25:18  10   EESA Reset (4)

!  1994-11-22/00:40:26  10   EESA Reset (5)

!  1994-11-22/00:59:36  10   EESA Reset (6)

!  1994-11-22/01:17:14  10   EESA Reset (7)

!  1994-11-22/03:39:04  10   EESA Reset (8)

!  1994-11-22/09:17:56  10   EESA Reset (9)

!  1994-11-22/09:37:06  10   EESA Reset (10)

